Transaction_ID	Items
3333	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=sales,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
3334	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3335	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3336	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=rent,type of home=house,ethnic classification=hispanic,language in home=spanish}
3337	{income=$0-$40,000,sex=male,marital status=married,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
3338	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=asian,language in home=english}
3339	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=asian,language in home=english}
3340	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=college graduate,occupation=laborer,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
3341	{income=$40,000+,sex=male,marital status=single,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=asian,language in home=english}
3342	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=sales,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=mobile Home,ethnic classification=white,language in home=english}
3343	{income=$0-$40,000,sex=female,marital status=married,age=35+,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3344	{income=$40,000+,sex=female,marital status=single,age=14-34,education=college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=0,householder status=own,type of home=house,ethnic classification=hispanic,language in home=english}
3345	{income=$40,000+,sex=male,marital status=cohabitation,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
3346	{income=$0-$40,000,sex=female,marital status=cohabitation,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=rent,type of home=condominium,ethnic classification=other,language in home=english}
3347	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
3348	{income=$40,000+,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=homemaker,years in bay area=1-9,dual incomes=no,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3349	{income=$40,000+,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
3350	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3351	{income=$0-$40,000,sex=male,marital status=married,age=14-34,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=other,language in home=english}
3352	{income=$0-$40,000,sex=male,marital status=married,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
3353	{income=$40,000+,sex=female,marital status=single,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
3355	{income=$0-$40,000,sex=female,marital status=cohabitation,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3356	{income=$0-$40,000,sex=male,marital status=married,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=hispanic,language in home=english}
3358	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3359	{income=$0-$40,000,sex=female,marital status=married,age=35+,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
3360	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3361	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=retired,years in bay area=1-9,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
3362	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=no,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=asian,language in home=english}
3363	{income=$40,000+,sex=male,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=no,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3364	{income=$0-$40,000,sex=female,marital status=married,age=35+,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=hispanic,language in home=english}
3365	{income=$40,000+,sex=female,marital status=widowed,age=35+,education=college graduate,occupation=retired,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
3366	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3367	{income=$0-$40,000,sex=male,marital status=married,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3368	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3369	{income=$40,000+,sex=female,marital status=married,age=14-34,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3370	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3371	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=yes,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3372	{income=$40,000+,sex=male,marital status=married,age=35+,education=college graduate,occupation=sales,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3373	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3375	{income=$0-$40,000,sex=female,marital status=single,age=35+,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3376	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
3377	{income=$0-$40,000,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=sales,years in bay area=1-9,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
3379	{income=$40,000+,sex=male,marital status=cohabitation,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3380	{income=$0-$40,000,sex=female,marital status=divorced,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=hispanic,language in home=english}
3381	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3382	{income=$0-$40,000,sex=female,marital status=cohabitation,age=35+,education=no college graduate,occupation=homemaker,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
3383	{income=$0-$40,000,sex=female,marital status=cohabitation,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
3384	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=retired,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3386	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3387	{income=$40,000+,sex=male,marital status=married,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
3388	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3389	{income=$0-$40,000,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=homemaker,years in bay area=1-9,dual incomes=no,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3390	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=live with parents/family,type of home=apartment,ethnic classification=asian,language in home=other}
3392	{income=$40,000+,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=1-9,dual incomes=no,number in household=1,number of children=1+,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
3393	{income=$0-$40,000,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=homemaker,years in bay area=10+,dual incomes=no,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3394	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3395	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=homemaker,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=mobile Home,ethnic classification=white,language in home=spanish}
3396	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=0,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3398	{income=$40,000+,sex=male,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3399	{income=$0-$40,000,sex=male,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=no,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3400	{income=$40,000+,sex=male,marital status=married,age=35+,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3401	{income=$0-$40,000,sex=female,marital status=married,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=mobile Home,ethnic classification=white,language in home=english}
3402	{income=$0-$40,000,sex=male,marital status=single,age=35+,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=mobile Home,ethnic classification=black,language in home=spanish}
3404	{income=$40,000+,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=sales,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3405	{income=$40,000+,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3406	{income=$0-$40,000,sex=male,marital status=cohabitation,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=other,ethnic classification=other,language in home=english}
3407	{income=$40,000+,sex=male,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=no,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3408	{income=$0-$40,000,sex=male,marital status=divorced,age=35+,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=mobile Home,ethnic classification=white,language in home=english}
3409	{income=$40,000+,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=0,householder status=live with parents/family,type of home=house,ethnic classification=black,language in home=english}
3410	{income=$40,000+,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=other,language in home=english}
3411	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3412	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
3413	{income=$40,000+,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
3414	{income=$0-$40,000,sex=female,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3416	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3417	{income=$40,000+,sex=male,marital status=divorced,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=hispanic,language in home=english}
3418	{income=$0-$40,000,sex=female,marital status=divorced,age=14-34,education=no college graduate,occupation=homemaker,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=rent,type of home=condominium,ethnic classification=white,language in home=english}
3419	{income=$0-$40,000,sex=female,marital status=single,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
3421	{income=$0-$40,000,sex=male,marital status=cohabitation,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=10+,dual incomes=yes,number in household=1,number of children=1+,householder status=rent,type of home=other,ethnic classification=hispanic,language in home=english}
3422	{income=$0-$40,000,sex=female,marital status=cohabitation,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
3423	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
3424	{income=$40,000+,sex=female,marital status=cohabitation,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3425	{income=$0-$40,000,sex=female,marital status=divorced,age=14-34,education=no college graduate,occupation=laborer,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
3426	{income=$0-$40,000,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=sales,years in bay area=1-9,dual incomes=yes,number in household=2+,number of children=1+,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
3427	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
3428	{income=$0-$40,000,sex=male,marital status=cohabitation,age=14-34,education=no college graduate,occupation=laborer,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
3429	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=0,householder status=live with parents/family,type of home=house,ethnic classification=other,language in home=english}
3430	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=condominium,ethnic classification=white,language in home=english}
3431	{income=$40,000+,sex=female,marital status=widowed,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3432	{income=$40,000+,sex=female,marital status=cohabitation,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3433	{income=$0-$40,000,sex=male,marital status=married,age=35+,education=no college graduate,occupation=laborer,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=hispanic,language in home=english}
3434	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=own,type of home=apartment,ethnic classification=white,language in home=english}
3436	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=spanish}
3437	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=laborer,years in bay area=1-9,dual incomes=yes,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3438	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
3439	{income=$40,000+,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3440	{income=$0-$40,000,sex=female,marital status=single,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3441	{income=$0-$40,000,sex=female,marital status=widowed,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3442	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=no,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3443	{income=$40,000+,sex=male,marital status=divorced,age=14-34,education=no college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3444	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=college graduate,occupation=sales,years in bay area=1-9,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
3445	{income=$40,000+,sex=male,marital status=married,age=35+,education=no college graduate,occupation=professional/managerial,years in bay area=1-9,dual incomes=yes,number in household=2+,number of children=1+,householder status=rent,type of home=house,ethnic classification=white,language in home=english}
3446	{income=$40,000+,sex=female,marital status=divorced,age=35+,education=college graduate,occupation=retired,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3447	{income=$40,000+,sex=female,marital status=married,age=35+,education=no college graduate,occupation=clerical/service,years in bay area=1-9,dual incomes=yes,number in household=1,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3448	{income=$0-$40,000,sex=female,marital status=widowed,age=35+,education=no college graduate,occupation=retired,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=own,type of home=mobile Home,ethnic classification=white,language in home=english}
3449	{income=$40,000+,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=homemaker,years in bay area=10+,dual incomes=no,number in household=1,number of children=1+,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3450	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=clerical/service,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3451	{income=$0-$40,000,sex=female,marital status=married,age=14-34,education=no college graduate,occupation=homemaker,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
3452	{income=$0-$40,000,sex=male,marital status=married,age=14-34,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=yes,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
3453	{income=$40,000+,sex=female,marital status=married,age=35+,education=college graduate,occupation=professional/managerial,years in bay area=10+,dual incomes=yes,number in household=2+,number of children=0,householder status=own,type of home=house,ethnic classification=white,language in home=english}
3455	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=rent,type of home=apartment,ethnic classification=white,language in home=english}
3456	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3457	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=sales,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=live with parents/family,type of home=house,ethnic classification=asian,language in home=english}
3458	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3459	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3460	{income=$0-$40,000,sex=male,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3461	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3463	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3464	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=0,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3465	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3466	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3468	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3470	{income=$40,000+,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=unemployed,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3472	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3473	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=1,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=asian,language in home=english}
3474	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=asian,language in home=english}
3475	{income=$0-$40,000,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=10+,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3476	{income=$40,000+,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=0,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
3477	{income=$40,000+,sex=female,marital status=single,age=14-34,education=no college graduate,occupation=student,years in bay area=1-9,dual incomes=not married,number in household=2+,number of children=1+,householder status=live with parents/family,type of home=house,ethnic classification=white,language in home=english}
