Transaction_ID	Time_Stamp	Items
session_154fc	28-01-2007 21:30	{doc_af5}
session_154fd	28-01-2007 23:40	{doc_1ec}
session_154fe	29-01-2007 01:08	{doc_3d6}
session_15501	29-01-2007 04:59	{doc_707,doc_888,doc_8bb}
session_15512	29-01-2007 08:48	{doc_504}
session_1551a	29-01-2007 09:45	{doc_7ed}
session_15524	29-01-2007 11:16	{doc_8f9}
session_15536	29-01-2007 13:45	{doc_a47,doc_a48,doc_a49}
session_15102	29-01-2007 13:59	{doc_a49}
session_wu6236f	29-01-2007 15:33	{doc_71}
session_15548	29-01-2007 15:49	{doc_6de}
session_15549	29-01-2007 16:07	{doc_11d,doc_2cd,doc_80e}
session_1554f	29-01-2007 16:45	{doc_ad6}
session_15556	29-01-2007 18:15	{doc_93f}
session_1555b	29-01-2007 19:20	{doc_4c6}
session_15560	29-01-2007 20:16	{doc_978,doc_ad7}
session_15564	29-01-2007 21:08	{doc_9b0,doc_9b2,doc_a97,doc_aa7}
session_15567	29-01-2007 22:53	{doc_793,doc_97d,doc_e8}
session_15583	30-01-2007 09:02	{doc_60e}
session_15584	30-01-2007 09:03	{doc_60e}
session_15585	30-01-2007 09:03	{doc_60e}
session_15586	30-01-2007 09:03	{doc_46c,doc_60e}
session_15587	30-01-2007 09:04	{doc_84b}
session_1558f	30-01-2007 09:57	{doc_882}
session_15590	30-01-2007 09:57	{doc_1be}
session_15592	30-01-2007 10:12	{doc_1be}
session_155a1	30-01-2007 11:33	{doc_8e3}
session_155a7	30-01-2007 12:11	{doc_8e4}
session_155a9	30-01-2007 12:38	{doc_11d}
session_155aa	30-01-2007 12:59	{doc_235}
session_155af	30-01-2007 13:17	{doc_a97}
session_155b3	30-01-2007 13:39	{doc_892}
session_155b5	30-01-2007 13:45	{doc_13d,doc_154}
session_155bd	30-01-2007 15:05	{doc_698}
session_155c9	30-01-2007 17:28	{doc_923,doc_9c8,doc_9cc,doc_a93,doc_b26}
session_155e5	31-01-2007 07:52	{doc_568,doc_782,doc_95a,doc_96d,doc_a82,doc_aa0}
session_155ee	31-01-2007 09:31	{doc_882}
session_155f7	31-01-2007 10:31	{doc_800}
session_155f9	31-01-2007 10:58	{doc_9b7,doc_9c6}
session_15601	31-01-2007 12:23	{doc_92a}
session_15600	31-01-2007 12:24	{doc_803}
session_15603	31-01-2007 12:41	{doc_4ac,doc_4bf}
session_15604	31-01-2007 12:42	{doc_1e5}
session_15605	31-01-2007 12:53	{doc_72f}
session_15607	31-01-2007 13:12	{doc_928}
session_1560e	31-01-2007 13:40	{doc_9dc}
session_15612	31-01-2007 14:06	{doc_955}
session_15619	31-01-2007 14:28	{doc_955}
session_1561f	31-01-2007 14:54	{doc_225}
session_1562a	31-01-2007 16:14	{doc_a0f}
session_1562b	31-01-2007 16:15	{doc_2af,doc_3fe,doc_490,doc_77b,doc_a8a}
session_15634	31-01-2007 17:55	{doc_9c0,doc_aa2}
session_15633	31-01-2007 17:55	{doc_4fd}
session_1563b	31-01-2007 20:42	{doc_671}
session_15644	01-02-2007 05:17	{doc_9ad}
session_15649	01-02-2007 06:16	{doc_4ee,doc_6bf}
session_15652	01-02-2007 07:53	{doc_b1b}
session_1565a	01-02-2007 08:26	{doc_779}
session_15667	01-02-2007 10:21	{doc_8ba}
session_15669	01-02-2007 10:31	{doc_766}
session_15676	01-02-2007 11:44	{doc_1a8}
session_1567b	01-02-2007 12:49	{doc_806}
session_1567e	01-02-2007 13:23	{doc_24e}
session_15682	01-02-2007 14:22	{doc_880}
session_15687	01-02-2007 15:01	{doc_813}
session_156a1	02-02-2007 06:55	{doc_955}
session_156a6	02-02-2007 08:02	{doc_a4f}
session_156af	02-02-2007 10:45	{doc_3ec,doc_8af,doc_910,doc_9b8,doc_a50,doc_aa2}
session_156b3	02-02-2007 11:07	{doc_9ad}
session_156ba	02-02-2007 11:59	{doc_1d9,doc_228,doc_469}
session_156bf	02-02-2007 12:31	{doc_72f}
session_156d6	02-02-2007 16:51	{doc_ae7}
session_156f4	03-02-2007 13:05	{doc_a66}
session_156fc	03-02-2007 15:00	{doc_ad6,doc_b0b,doc_b1b,doc_b25}
session_15700	03-02-2007 15:33	{doc_4e5}
session_15701	03-02-2007 15:39	{doc_abd}
session_15709	03-02-2007 18:42	{doc_813}
session_1570f	03-02-2007 21:25	{doc_691}
session_1571b	04-02-2007 09:04	{doc_11d}
session_1572e	04-02-2007 16:26	{doc_803}
session_15734	04-02-2007 18:23	{doc_ac9}
session_15735	04-02-2007 18:45	{doc_ab0}
session_15738	04-02-2007 19:30	{doc_14c}
session_15737	04-02-2007 19:30	{doc_707}
session_1573c	04-02-2007 20:56	{doc_7ef}
session_15745	05-02-2007 06:35	{doc_48a,doc_ad7}
session_15645	05-02-2007 07:23	{doc_b1b}
session_1574b	05-02-2007 07:38	{doc_3fe}
session_15756	05-02-2007 09:03	{doc_649}
session_15757	05-02-2007 09:06	{doc_190}
session_1575f	05-02-2007 10:14	{doc_691}
session_15760	05-02-2007 10:20	{doc_a5b}
session_15762	05-02-2007 10:34	{doc_927}
session_15769	05-02-2007 11:53	{doc_1c5,doc_1e8}
session_15777	05-02-2007 13:30	{doc_72f}
session_1577c	05-02-2007 14:32	{doc_8b9}
session_1578f	05-02-2007 16:25	{doc_320}
session_15791	05-02-2007 16:54	{doc_91b,doc_9cd,doc_aa2}
session_15793	05-02-2007 17:33	{doc_718,doc_764,doc_8b1}
session_157a1	05-02-2007 21:53	{doc_2cd,doc_863,doc_96d,doc_ad6}
session_157b2	06-02-2007 07:10	{doc_93d}
session_157b4	06-02-2007 07:28	{doc_941}
session_157ba	06-02-2007 08:41	{doc_800}
session_157bc	06-02-2007 09:13	{doc_7f0,doc_821,doc_a78}
session_157c3	06-02-2007 09:41	{doc_a78}
session_157c5	06-02-2007 10:00	{doc_aaa}
session_157d2	06-02-2007 10:44	{doc_813}
session_157d6	06-02-2007 11:31	{doc_698}
session_157d8	06-02-2007 12:05	{doc_94d,doc_abd,doc_b1b}
session_157e0	06-02-2007 13:11	{doc_b0b}
session_157eb	06-02-2007 14:53	{doc_932}
session_157f7	06-02-2007 16:52	{doc_4fe,doc_521}
session_157fa	06-02-2007 17:09	{doc_ac9}
session_wu61d36	06-02-2007 18:26	{doc_60,doc_9cd,doc_a51}
session_15800	06-02-2007 21:15	{doc_1ef}
session_15812	07-02-2007 08:00	{doc_892}
session_1581d	07-02-2007 09:34	{doc_22c,doc_364}
session_15821	07-02-2007 09:40	{doc_89f}
session_15825	07-02-2007 10:13	{doc_ae4}
session_15828	07-02-2007 10:28	{doc_8a8}
session_1586f	07-02-2007 13:11	{doc_525,doc_7fd}
session_1587f	07-02-2007 14:54	{doc_8f6}
session_15896	07-02-2007 18:15	{doc_48a}
session_1589f	07-02-2007 21:05	{doc_4ae}
session_158a0	07-02-2007 22:29	{doc_b17}
session_158ba	08-02-2007 09:53	{doc_693}
session_158be	08-02-2007 10:42	{doc_b4c}
session_158c4	08-02-2007 11:54	{doc_466}
session_158dc	08-02-2007 14:54	{doc_19f}
session_158e2	08-02-2007 16:03	{doc_5ea,doc_883,doc_a7b,doc_b16}
session_158e9	08-02-2007 17:46	{doc_5c2}
session_158f0	09-02-2007 00:54	{doc_b25}
session_158f9	09-02-2007 06:03	{doc_5c9,doc_698,doc_781,doc_b17}
session_15902	09-02-2007 07:53	{doc_b4c}
session_1590c	09-02-2007 09:14	{doc_1ef}
session_1590f	09-02-2007 09:35	{doc_8ba,doc_946}
session_15912	09-02-2007 10:55	{doc_813}
session_15917	09-02-2007 11:17	{doc_7eb}
session_15918	09-02-2007 11:40	{doc_469}
session_1591b	09-02-2007 12:04	{doc_6bf}
session_1591e	09-02-2007 12:16	{doc_7a2,doc_b4c}
session_15925	09-02-2007 13:31	{doc_881}
session_1592d	09-02-2007 14:49	{doc_781,doc_ad6}
session_1592f	09-02-2007 14:56	{doc_b26}
session_wu62917	09-02-2007 19:11	{doc_649,doc_aaf}
session_1593c	09-02-2007 21:12	{doc_698}
session_1593f	10-02-2007 04:43	{doc_98f}
session_15958	10-02-2007 13:59	{doc_71,doc_74a,doc_8fe,doc_ae5}
session_1595b	10-02-2007 15:04	{doc_441,doc_4c6}
session_1595f	10-02-2007 16:01	{doc_ae7}
session_15965	10-02-2007 17:54	{doc_5f2,doc_882}
session_15975	11-02-2007 09:35	{doc_b6a}
session_1597b	11-02-2007 11:35	{doc_1a4,doc_1bb,doc_359,doc_410,doc_42e,doc_6f}
session_15983	11-02-2007 14:09	{doc_1f0}
session_1598d	11-02-2007 15:47	{doc_b6a}
session_1598f	11-02-2007 16:03	{doc_14e}
session_15998	11-02-2007 17:09	{doc_236}
session_1599d	11-02-2007 19:06	{doc_756}
session_159aa	11-02-2007 19:35	{doc_359,doc_364,doc_3ec,doc_5dc,doc_60e,doc_691,doc_693,doc_698,doc_707,doc_72f,doc_781,doc_782,doc_79d,doc_7a2,doc_955,doc_ad6,doc_af5}
session_159b3	11-02-2007 20:33	{doc_af5}
session_159b6	11-02-2007 23:09	{doc_89f}
session_159bb	12-02-2007 05:28	{doc_1a9,doc_1ab,doc_b12}
session_159cf	12-02-2007 08:26	{doc_424,doc_8bb,doc_996,doc_ad6}
session_159d5	12-02-2007 09:41	{doc_48b}
session_159de	12-02-2007 10:52	{doc_766}
session_159df	12-02-2007 11:18	{doc_b1b}
session_159e5	12-02-2007 11:42	{doc_8b9}
session_159fc	12-02-2007 15:17	{doc_48a,doc_75a}
session_159fd	12-02-2007 15:20	{doc_9f3}
session_15a00	12-02-2007 15:43	{doc_1f0}
session_15a04	12-02-2007 16:21	{doc_441}
session_15a08	12-02-2007 17:29	{doc_72f}
session_15a11	12-02-2007 18:44	{doc_8e5}
session_15a14	12-02-2007 19:00	{doc_946}
session_15a1b	12-02-2007 20:57	{doc_1be}
session_15a1c	12-02-2007 21:20	{doc_813}
session_15a37	13-02-2007 09:32	{doc_b6a}
session_15a38	13-02-2007 09:33	{doc_14c}
session_15a39	13-02-2007 09:38	{doc_b08,doc_b13}
session_15a49	13-02-2007 12:40	{doc_3ec,doc_60e,doc_6bf,doc_820}
session_15a4a	13-02-2007 12:45	{doc_5f2,doc_ae7,doc_b17}
session_15a51	13-02-2007 13:10	{doc_929,doc_94f,doc_ab0}
session_15a59	13-02-2007 13:56	{doc_a8b}
session_15a5e	13-02-2007 15:09	{doc_188}
session_15a63	13-02-2007 15:40	{doc_946}
session_15a64	13-02-2007 15:44	{doc_813}
session_15a6d	13-02-2007 18:32	{doc_8f7}
session_wu62a6e	13-02-2007 20:44	{doc_910,doc_99e}
session_15a7a	13-02-2007 21:19	{doc_93e}
session_15a7f	14-02-2007 07:26	{doc_24d,doc_ae5}
session_15a81	14-02-2007 07:34	{doc_221}
session_15a83	14-02-2007 07:59	{doc_3ec,doc_60,doc_820}
session_15a8d	14-02-2007 09:05	{doc_ac9}
session_15a91	14-02-2007 09:39	{doc_43d,doc_698,doc_af5,doc_ec}
session_15a92	14-02-2007 09:40	{doc_3c4,doc_3d6,doc_4b4,doc_574,doc_714}
session_15a9b	14-02-2007 10:38	{doc_4c6,doc_5c2,doc_b08}
session_15a9f	14-02-2007 11:14	{doc_472}
session_15aa7	14-02-2007 12:03	{doc_b08}
session_15aac	14-02-2007 12:45	{doc_779}
session_15aaf	14-02-2007 13:02	{doc_b26}
session_15abe	14-02-2007 15:14	{doc_709}
session_15acf	14-02-2007 17:54	{doc_b17}
session_15ad1	14-02-2007 19:30	{doc_489}
session_15ada	15-02-2007 06:08	{doc_416}
session_15ae2	15-02-2007 08:02	{doc_158}
session_15ae4	15-02-2007 08:14	{doc_955,doc_af5}
session_15ae5	15-02-2007 08:14	{doc_75a,doc_b08}
session_15ae9	15-02-2007 08:39	{doc_ac9}
session_15aee	15-02-2007 09:14	{doc_1ec,doc_403,doc_417,doc_418,doc_419,doc_41a,doc_4cb,doc_a44}
session_15af2	15-02-2007 09:32	{doc_466}
session_15b07	15-02-2007 12:39	{doc_698}
session_15b0a	15-02-2007 13:15	{doc_80e}
session_15b12	15-02-2007 15:42	{doc_51a}
session_15b18	15-02-2007 16:49	{doc_11d}
session_15b1a	15-02-2007 17:46	{doc_58f}
session_15b1f	15-02-2007 19:30	{doc_1a2}
session_15b23	15-02-2007 23:04	{doc_2cd}
session_15b28	16-02-2007 04:36	{doc_158}
session_15b2d	16-02-2007 07:24	{doc_5ea}
session_15b2e	16-02-2007 07:35	{doc_6de}
session_15b3e	16-02-2007 09:23	{doc_75a}
session_15b40	16-02-2007 09:26	{doc_b4c}
session_15b45	16-02-2007 09:59	{doc_466}
session_15b46	16-02-2007 10:05	{doc_8ba,doc_946}
session_15b48	16-02-2007 10:21	{doc_8c8}
session_15b4d	16-02-2007 11:36	{doc_1a2,doc_4c7,doc_60}
session_15b4f	16-02-2007 11:55	{doc_4da}
session_15b58	16-02-2007 13:10	{doc_820,doc_94d}
session_15b59	16-02-2007 13:12	{doc_b8e}
session_15b64	16-02-2007 15:28	{doc_890,doc_8b0,doc_8d7}
session_15b6e	16-02-2007 19:45	{doc_971,doc_972}
session_15b80	17-02-2007 11:16	{doc_403}
session_15b85	17-02-2007 13:24	{doc_9f0}
session_15b87	17-02-2007 13:55	{doc_89f}
session_15b8d	17-02-2007 16:18	{doc_77e}
session_15b8e	17-02-2007 17:30	{doc_b88}
session_15b92	17-02-2007 19:29	{doc_946,doc_af5}
session_15b93	17-02-2007 19:44	{doc_72f}
session_15b96	17-02-2007 21:01	{doc_b25}
session_15b97	17-02-2007 21:36	{doc_18a}
session_15b99	17-02-2007 21:48	{doc_11d}
session_15ba7	18-02-2007 11:17	{doc_ad6}
session_15bbe	19-02-2007 06:30	{doc_1f1,doc_416}
session_15bc2	19-02-2007 08:16	{doc_b08}
session_15bc9	19-02-2007 08:35	{doc_955}
session_15bd9	19-02-2007 09:58	{doc_7c9}
session_15bdc	19-02-2007 10:49	{doc_971}
session_15be0	19-02-2007 11:06	{doc_163}
session_15be3	19-02-2007 11:30	{doc_9af,doc_9bf,doc_9cb}
session_15bec	19-02-2007 11:54	{doc_987}
session_15bf3	19-02-2007 12:38	{doc_5dc,doc_707}
session_15bfe	19-02-2007 14:19	{doc_424,doc_691,doc_ad6}
session_15c00	19-02-2007 14:26	{doc_1a8}
session_15c06	19-02-2007 15:13	{doc_8ca}
session_15c08	19-02-2007 15:17	{doc_9ad}
session_15c16	19-02-2007 19:11	{doc_9c0,doc_a93,doc_a9a,doc_aa7}
session_15c1a	19-02-2007 20:53	{doc_863,doc_8ba}
session_15c21	20-02-2007 03:52	{doc_756,doc_86e,doc_95a}
session_15c28	20-02-2007 08:07	{doc_781}
session_15c33	20-02-2007 10:13	{doc_506}
session_15c34	20-02-2007 10:15	{doc_b90}
session_15c32	20-02-2007 11:08	{doc_782}
session_15c43	20-02-2007 12:57	{doc_424,doc_a82}
session_15c47	20-02-2007 13:46	{doc_8a8,doc_8af,doc_ec}
session_15c48	20-02-2007 14:17	{doc_a8b}
session_15c4d	20-02-2007 14:30	{doc_863,doc_8ba,doc_946,doc_955,doc_996,doc_ad7}
session_15c58	20-02-2007 16:07	{doc_691}
session_15c60	20-02-2007 18:40	{doc_b13}
session_15c73	21-02-2007 08:31	{doc_a37}
session_15c82	21-02-2007 10:47	{doc_86e,doc_95a}
session_wu62cf0	21-02-2007 11:36	{doc_71}
session_15c8b	21-02-2007 12:21	{doc_813}
session_15c8e	21-02-2007 13:40	{doc_691,doc_698,doc_8af,doc_8ba,doc_8d0,doc_946,doc_996,doc_af5}
session_15c97	21-02-2007 15:01	{doc_60,doc_84b}
session_15c9e	21-02-2007 18:08	{doc_9fd}
session_15ca0	21-02-2007 19:45	{doc_782}
session_15ca2	21-02-2007 20:01	{doc_946,doc_ad7}
session_15cb2	22-02-2007 07:53	{doc_955}
session_15cb7	22-02-2007 08:07	{doc_955}
session_15cbb	22-02-2007 09:07	{doc_750,doc_89f}
session_15cc3	22-02-2007 09:52	{doc_955}
session_15cc4	22-02-2007 10:19	{doc_1e6,doc_1e7,doc_e4}
session_15cc5	22-02-2007 10:21	{doc_46d}
session_15ccd	22-02-2007 12:31	{doc_469,doc_4c7}
session_15cf0	22-02-2007 19:17	{doc_ae1}
session_15d02	23-02-2007 07:10	{doc_7d1}
session_15d06	23-02-2007 08:05	{doc_257}
session_15d08	23-02-2007 08:31	{doc_971}
session_15d09	23-02-2007 08:42	{doc_955}
session_15d0c	23-02-2007 10:02	{doc_b8f}
session_15d0d	23-02-2007 10:27	{doc_84b}
session_15d0f	23-02-2007 11:05	{doc_9fc}
session_15d15	23-02-2007 12:12	{doc_ac9}
session_15d1a	23-02-2007 12:59	{doc_955}
session_15d27	23-02-2007 15:54	{doc_7ff}
session_15d2c	23-02-2007 17:06	{doc_11d}
session_15d34	23-02-2007 22:02	{doc_3fb}
session_15d3a	24-02-2007 06:21	{doc_5be,doc_5ca,doc_649,doc_7da,doc_870,doc_98f,doc_b08}
session_15d46	24-02-2007 11:33	{doc_813}
session_15d4a	24-02-2007 12:41	{doc_978}
session_15d50	24-02-2007 14:40	{doc_43d,doc_83}
session_15d51	24-02-2007 15:01	{doc_509}
session_15d57	24-02-2007 20:42	{doc_84b}
session_15d68	25-02-2007 11:08	{doc_b88}
session_15d6b	25-02-2007 12:29	{doc_2cd,doc_5c3,doc_5ea,doc_60,doc_60e,doc_693,doc_888,doc_946,doc_996}
session_15d6e	25-02-2007 13:19	{doc_171,doc_3fc,doc_800,doc_803}
session_15d6f	25-02-2007 13:21	{doc_4c6}
session_15d72	25-02-2007 13:46	{doc_48a,doc_4c7,doc_ad7}
session_15d77	25-02-2007 15:42	{doc_4a9}
session_15d7d	25-02-2007 16:36	{doc_87b,doc_87f}
session_15d7f	25-02-2007 17:05	{doc_4a9}
session_15d80	25-02-2007 17:50	{doc_955}
session_15d67	25-02-2007 20:04	{doc_910,doc_927,doc_92a}
session_15d8f	26-02-2007 07:07	{doc_813}
session_15da4	26-02-2007 09:53	{doc_9ea}
session_15da8	26-02-2007 11:03	{doc_a8b}
session_15dad	26-02-2007 11:52	{doc_26b,doc_412,doc_820,doc_836,doc_8b9,doc_9eb,doc_9f3,doc_ac9,doc_ad6}
session_15db0	26-02-2007 12:26	{doc_b8f}
session_15db9	26-02-2007 13:21	{doc_94c}
session_15dbd	26-02-2007 13:40	{doc_6df}
session_15dbf	26-02-2007 13:44	{doc_766}
session_15dc1	26-02-2007 14:16	{doc_806}
session_15dc5	26-02-2007 15:32	{doc_a8b}
session_15dd2	26-02-2007 19:07	{doc_1c4,doc_1dd,doc_22c,doc_da}
session_15dd8	26-02-2007 20:13	{doc_b17}
session_15de2	26-02-2007 21:40	{doc_8b0}
session_15de9	27-02-2007 01:10	{doc_1d9}
session_15dec	27-02-2007 05:05	{doc_14e,doc_5f2,doc_881,doc_ae7,doc_b16,doc_b17}
session_15ded	27-02-2007 05:23	{doc_256}
session_15df5	27-02-2007 07:54	{doc_2aa}
session_15dfd	27-02-2007 09:20	{doc_19e}
session_15dff	27-02-2007 09:34	{doc_480,doc_b08}
session_15e02	27-02-2007 09:55	{doc_96d}
session_15e07	27-02-2007 10:26	{doc_1a9}
session_15e09	27-02-2007 10:51	{doc_1d1}
session_15e0a	27-02-2007 10:55	{doc_42e}
session_15e0c	27-02-2007 11:01	{doc_11d,doc_1a9}
session_15e0e	27-02-2007 11:20	{doc_955}
session_15e17	27-02-2007 12:46	{doc_150}
session_15e20	27-02-2007 14:05	{doc_ae7}
session_15e2e	27-02-2007 15:40	{doc_5c9}
session_15e32	27-02-2007 15:51	{doc_b17}
session_15e36	27-02-2007 16:27	{doc_8b9}
session_15e37	27-02-2007 16:37	{doc_42c}
session_15e45	27-02-2007 20:56	{doc_955}
session_15e49	27-02-2007 21:28	{doc_9cb}
session_15e54	28-02-2007 06:32	{doc_46d}
session_15e58	28-02-2007 07:04	{doc_955}
session_15e5a	28-02-2007 07:32	{doc_4da,doc_84b}
session_15e5d	28-02-2007 07:43	{doc_955}
session_15e66	28-02-2007 08:33	{doc_8d7}
session_15e69	28-02-2007 08:50	{doc_8d7}
session_15e74	28-02-2007 09:43	{doc_955}
session_15e81	28-02-2007 12:13	{doc_813}
session_15e83	28-02-2007 12:37	{doc_ad6}
session_15e8c	28-02-2007 13:40	{doc_42e,doc_800}
session_15e8d	28-02-2007 13:54	{doc_b0b}
session_15e8f	28-02-2007 14:05	{doc_6f}
session_15e94	28-02-2007 15:12	{doc_978}
session_15e9b	28-02-2007 16:32	{doc_170,doc_2ae,doc_870,doc_8f9}
session_15e9c	28-02-2007 17:19	{doc_51a}
session_15ea8	28-02-2007 22:15	{doc_4c6}
session_15eac	28-02-2007 23:39	{doc_554}
session_15eb9	01-03-2007 07:50	{doc_267}
session_15eba	01-03-2007 07:58	{doc_978,doc_af5}
session_15ec1	01-03-2007 08:43	{doc_749,doc_ae5}
session_15ec6	01-03-2007 09:09	{doc_813}
session_15ec8	01-03-2007 09:12	{doc_5ea,doc_8ba}
session_15ec9	01-03-2007 09:13	{doc_a06,doc_a20}
session_15ecb	01-03-2007 09:28	{doc_a97,doc_aa7}
session_15ed1	01-03-2007 10:45	{doc_b8f}
session_15ee2	01-03-2007 11:50	{doc_b88}
session_15ee5	01-03-2007 12:18	{doc_ec}
session_15eea	01-03-2007 12:32	{doc_f4}
session_15eeb	01-03-2007 12:52	{doc_77d}
session_15f07	01-03-2007 18:44	{doc_364,doc_43d,doc_946}
session_15f08	01-03-2007 18:48	{doc_813}
session_15f14	02-03-2007 07:04	{doc_3ec}
session_15f2c	02-03-2007 09:49	{doc_9dd}
session_15f39	02-03-2007 12:01	{doc_41a,doc_8f4,doc_974,doc_9f6,doc_9fa,doc_9fd,doc_9fe,doc_a3b,doc_b88}
session_15f3c	02-03-2007 12:36	{doc_a23}
session_15f45	02-03-2007 14:52	{doc_94c}
session_15f4e	02-03-2007 16:55	{doc_887}
session_15f50	02-03-2007 17:49	{doc_8cb}
session_15f53	02-03-2007 18:43	{doc_ec}
session_15f64	03-03-2007 10:36	{doc_8d0}
session_15f68	03-03-2007 11:58	{doc_807}
session_15f6b	03-03-2007 12:50	{doc_707}
session_15f75	03-03-2007 15:38	{doc_11d}
session_15f76	03-03-2007 15:38	{doc_1be}
session_15f7b	03-03-2007 17:20	{doc_472}
session_15f99	04-03-2007 15:20	{doc_910,doc_921,doc_ab0}
session_15fa0	04-03-2007 17:13	{doc_955}
session_15fa5	04-03-2007 18:12	{doc_3fc,doc_803}
session_15fb0	04-03-2007 21:37	{doc_a50,doc_a93,doc_aa7,doc_b26}
session_15fb3	05-03-2007 00:50	{doc_8ca}
session_15fbb	05-03-2007 07:11	{doc_7d1}
session_15fbc	05-03-2007 07:41	{doc_870}
session_15fbf	05-03-2007 08:06	{doc_11d,doc_782}
session_15fc3	05-03-2007 08:35	{doc_a3b}
session_15fce	05-03-2007 09:20	{doc_8af}
session_15fe5	05-03-2007 12:07	{doc_482}
session_15fe9	05-03-2007 12:46	{doc_ac9}
session_15fe3	05-03-2007 12:53	{doc_93c}
session_15feb	05-03-2007 12:59	{doc_4b4}
session_15fec	05-03-2007 13:04	{doc_72f}
session_15ffb	05-03-2007 15:21	{doc_802}
session_16012	05-03-2007 19:22	{doc_173}
session_16014	05-03-2007 19:31	{doc_3ec,doc_4c7}
session_1601f	05-03-2007 22:23	{doc_88f}
session_wu631c4	06-03-2007 07:51	{doc_9b2,doc_9bf}
session_16035	06-03-2007 08:49	{doc_24d}
session_16045	06-03-2007 10:25	{doc_813}
session_16055	06-03-2007 13:07	{doc_6bf}
session_16058	06-03-2007 13:22	{doc_955,doc_af5}
session_1605a	06-03-2007 13:26	{doc_9af}
session_1605d	06-03-2007 13:46	{doc_268}
session_16060	06-03-2007 14:26	{doc_718}
session_16066	06-03-2007 15:02	{doc_b17}
session_16069	06-03-2007 15:11	{doc_508}
session_1606a	06-03-2007 15:13	{doc_b4c}
session_16075	06-03-2007 17:19	{doc_1cf}
session_1608c	07-03-2007 00:26	{doc_238}
session_1608e	07-03-2007 04:41	{doc_158}
session_160b8	07-03-2007 11:01	{doc_b17}
session_160c0	07-03-2007 12:27	{doc_48b}
session_160c5	07-03-2007 12:47	{doc_6f2}
session_160c7	07-03-2007 12:54	{doc_270}
session_160d6	07-03-2007 14:24	{doc_b6a}
session_160dd	07-03-2007 14:46	{doc_72f,doc_813}
session_160e2	07-03-2007 15:40	{doc_3ec}
session_160e3	07-03-2007 15:41	{doc_8f6,doc_94d}
session_160e4	07-03-2007 15:51	{doc_649}
session_160e7	07-03-2007 16:14	{doc_43d}
session_160ec	07-03-2007 18:35	{doc_abd}
session_160ed	07-03-2007 18:43	{doc_ba0}
session_160ee	07-03-2007 18:48	{doc_820}
session_160f1	07-03-2007 19:31	{doc_805}
session_16109	08-03-2007 08:26	{doc_72f,doc_813}
session_1610a	08-03-2007 08:31	{doc_723,doc_84d,doc_a25,doc_a2b,doc_a30,doc_a47}
session_1610d	08-03-2007 08:53	{doc_972}
session_16116	08-03-2007 09:29	{doc_863}
session_16117	08-03-2007 09:54	{doc_469}
session_16122	08-03-2007 10:51	{doc_469}
session_1612b	08-03-2007 11:32	{doc_b88}
session_1613a	08-03-2007 13:21	{doc_1c4,doc_1dd,doc_22c}
session_16140	08-03-2007 13:49	{doc_509}
session_1614f	08-03-2007 15:48	{doc_986}
session_16152	08-03-2007 17:13	{doc_5be}
session_1615c	08-03-2007 18:43	{doc_72f,doc_813}
session_1615d	08-03-2007 19:14	{doc_72f,doc_813}
session_16161	08-03-2007 19:51	{doc_800}
session_16163	08-03-2007 20:21	{doc_4bb}
session_16165	08-03-2007 22:07	{doc_925,doc_94f}
session_16166	08-03-2007 22:12	{doc_925}
session_1616a	08-03-2007 23:38	{doc_4ac}
session_16176	09-03-2007 08:19	{doc_47f,doc_60,doc_89a,doc_a2}
session_16177	09-03-2007 08:24	{doc_8e5,doc_a8b}
session_1617a	09-03-2007 08:49	{doc_75a,doc_a2}
session_16180	09-03-2007 09:07	{doc_a8c}
session_16181	09-03-2007 09:26	{doc_955}
session_16189	09-03-2007 09:37	{doc_237}
session_1618a	09-03-2007 09:42	{doc_1b4,doc_237}
session_1618e	09-03-2007 10:05	{doc_9cd}
session_16190	09-03-2007 10:18	{doc_8a8}
session_1619c	09-03-2007 11:23	{doc_ba0}
session_161a9	09-03-2007 13:41	{doc_a05}
session_161ae	09-03-2007 14:01	{doc_698}
session_161b6	09-03-2007 16:00	{doc_955}
session_161c6	09-03-2007 20:06	{doc_4ef}
session_161ca	09-03-2007 21:24	{doc_150,doc_159,doc_a82}
session_161d1	09-03-2007 23:04	{doc_af5,doc_b8f}
session_161d4	10-03-2007 02:19	{doc_921,doc_9cb,doc_a4f}
session_161d7	10-03-2007 06:28	{doc_a60}
session_161e8	10-03-2007 13:11	{doc_6bf,doc_79d}
session_161f0	10-03-2007 15:40	{doc_403,doc_418}
session_161f2	10-03-2007 15:52	{doc_aaf}
session_16207	11-03-2007 01:32	{doc_298}
session_1620d	11-03-2007 09:39	{doc_b25}
session_16224	11-03-2007 14:38	{doc_74a}
session_16229	11-03-2007 15:28	{doc_813}
session_16230	11-03-2007 16:22	{doc_b1b}
session_16231	11-03-2007 16:23	{doc_813}
session_16233	11-03-2007 17:12	{doc_955}
session_1623d	11-03-2007 19:21	{doc_4c7}
session_16247	11-03-2007 21:17	{doc_71}
session_16250	12-03-2007 04:58	{doc_7d1,doc_a64}
session_16251	12-03-2007 05:09	{doc_b25}
session_16258	12-03-2007 07:31	{doc_7d1}
session_1625b	12-03-2007 07:49	{doc_ad7}
session_1626c	12-03-2007 10:05	{doc_7d1}
session_1626f	12-03-2007 10:45	{doc_7d1}
session_16275	12-03-2007 11:12	{doc_46d}
